,from,to,method,action,result
0,X0,X12,GET,req,
1,X12,X19,GET,req,
2,X19,X22,GET,req,
3,X22,X23,GET,req,
4,X23,X11,GET,req,
5,X11,X16,GET,req,
6,X16,X5,GET,req,
7,X16,X5,GET,resp,2xx
8,X11,X16,GET,resp,2xx
9,X23,X11,GET,resp,2xx
10,X22,X23,GET,resp,2xx
11,X19,X22,GET,resp,2xx
12,X12,X19,GET,resp,2xx
13,X0,X12,GET,resp,2xx
14,X0,X12,GET,req,
15,X12,X19,GET,req,
16,X19,X4,GET,req,
17,X4,X14,GET,req,
18,X14,X25,GET,req,
19,X25,X18,GET,req,
20,X25,X18,GET,resp,2xx
21,X14,X25,GET,resp,2xx
