,from,to,method,action,result
0,X0,X10,GET,req,
1,X10,X2,GET,req,
2,X2,X20,GET,req,
3,X20,X8,GET,req,
4,X20,X8,GET,resp,2xx
5,X2,X20,GET,resp,2xx
6,X10,X2,GET,resp,2xx
7,X0,X10,GET,resp,2xx
8,X0,X10,GET,req,
9,X10,X2,GET,req,
10,X2,X17,GET,req,
11,X17,X13,GET,req,
12,X13,X1,GET,req,
13,X1,X18,GET,req,
14,X18,X11,GET,req,
15,X11,X3,GET,req,
16,X3,X14,GET,req,
17,X3,X14,GET,resp,2xx
