,from,to,method,action,result
0,X0,X1,GET,req,
1,X1,X14,GET,req,
2,X1,X14,GET,resp,2xx
3,X0,X1,GET,resp,2xx
4,X0,X8,GET,req,
5,X8,X12,GET,req,
6,X8,X12,GET,resp,2xx
7,X0,X8,GET,resp,2xx
8,X0,X22,GET,req,
9,X22,X23,GET,req,
10,X23,X6,GET,req,
11,X6,X24,GET,req,
12,X24,X9,GET,req,
13,X24,X9,GET,resp,2xx
14,X6,X24,GET,resp,2xx
15,X23,X6,GET,resp,2xx
