,from,to,method,action,result
0,X0,X3,GET,req,
1,X3,X24,GET,req,
2,X24,X12,GET,req,
3,X12,X21,GET,req,
4,X21,X2,GET,req,
5,X2,X19,GET,req,
6,X19,X1,GET,req,
7,X19,X1,GET,resp,2xx
