,from,to,method,action,result
0,X0,X19,GET,req,
1,X19,X5,GET,req,
2,X5,X17,GET,req,
3,X17,X21,GET,req,
4,X21,X23,GET,req,
5,X23,X13,GET,req,
6,X13,X22,GET,req,
7,X22,X6,GET,req,
8,X22,X6,GET,resp,2xx
