,from,to,method,action,result
0,X0,X10,GET,req,
1,X10,X17,GET,req,
2,X17,X19,GET,req,
3,X19,X22,GET,req,
4,X22,X5,GET,req,
5,X5,X4,GET,req,
6,X4,X8,GET,req,
7,X8,X11,GET,req,
8,X11,X7,GET,req,
9,X11,X7,GET,resp,2xx
