,from,to,method,action,result
0,X0,X9,GET,req,
1,X9,X5,GET,req,
2,X5,X10,GET,req,
3,X10,X24,GET,req,
4,X24,X15,GET,req,
5,X15,X2,GET,req,
6,X15,X2,GET,resp,2xx
