,from,to,method,action,result
0,X0,X22,GET,req,
1,X22,X23,GET,req,
2,X23,X20,GET,req,
3,X23,X20,GET,resp,5xx
4,X23,X20,GET,req,
5,X23,X20,GET,resp,2xx
