,from,to,method,action,result
0,X0,X12,GET,req,
1,X12,X17,GET,req,
2,X17,X16,GET,req,
3,X16,X7,GET,req,
4,X7,X1,GET,req,
5,X1,X23,GET,req,
6,X23,X14,GET,req,
7,X23,X14,GET,resp,2xx
8,X1,X23,GET,resp,2xx
9,X7,X1,GET,resp,2xx
10,X16,X7,GET,resp,2xx
11,X17,X16,GET,resp,2xx
12,X12,X17,GET,resp,2xx
13,X0,X12,GET,resp,2xx
14,X0,X12,GET,req,
15,X12,X18,GET,req,
16,X18,X13,GET,req,
17,X13,X21,GET,req,
18,X13,X21,GET,resp,2xx
