,from,to,method,action,result
0,X0,X22,GET,req,
1,X22,X1,GET,req,
2,X22,X1,GET,resp,2xx
3,X0,X22,GET,resp,2xx
4,X0,X22,GET,req,
5,X22,X18,GET,req,
6,X18,X9,GET,req,
7,X9,X19,GET,req,
8,X9,X19,GET,resp,2xx
9,X18,X9,GET,resp,2xx
10,X22,X18,GET,resp,2xx
11,X0,X22,GET,resp,2xx
12,X0,X14,GET,req,
13,X14,X23,GET,req,
14,X23,X20,GET,req,
15,X20,X25,GET,req,
16,X25,X4,GET,req,
17,X4,X17,GET,req,
18,X4,X17,GET,resp,2xx
