,from,to,method,action,result
0,X0,X22,GET,req,
1,X22,X23,GET,req,
2,X23,X6,GET,req,
3,X6,X24,GET,req,
4,X24,X19,GET,req,
5,X24,X19,GET,resp,2xx
6,X6,X24,GET,resp,2xx
7,X23,X6,GET,resp,2xx
