,from,to,method,action,result
0,X0,X20,GET,req,
1,X20,X21,GET,req,
2,X21,X25,GET,req,
3,X25,X7,GET,req,
4,X7,X3,GET,req,
5,X7,X3,GET,resp,2xx
6,X25,X7,GET,resp,2xx
