,from,to,method,action,result
0,X0,X7,GET,req,
1,X7,X8,GET,req,
2,X8,X17,GET,req,
3,X8,X17,GET,resp,2xx
4,X7,X8,GET,resp,2xx
5,X0,X7,GET,resp,2xx
6,X0,X14,GET,req,
7,X14,X24,GET,req,
8,X24,X15,GET,req,
9,X15,X2,GET,req,
10,X15,X2,GET,resp,2xx
11,X24,X15,GET,resp,2xx
