,from,to,method,action,result
0,X0,X12,GET,req,
1,X12,X13,GET,req,
2,X12,X13,GET,resp,2xx
3,X0,X12,GET,resp,2xx
4,X0,X17,GET,req,
5,X17,X7,GET,req,
6,X7,X24,GET,req,
7,X24,X14,GET,req,
8,X14,X20,GET,req,
9,X20,X8,GET,req,
10,X8,X2,GET,req,
11,X8,X2,GET,resp,2xx
12,X20,X8,GET,resp,2xx
13,X14,X20,GET,resp,2xx
