,case_no,subcase_no,case_count,node_count,p_node_fail_min,p_node_fail_max,retires_min,retires_max,priority_min,priority_max,path_len,path_count,sla
325,14,1,25,26,0.01,0.3,1,2,1,1,2000,1,2.1903770904102665e-25
326,14,2,25,26,0.01,0.3,1,2,1,1,2000,1,4.296164477642817e-30
327,14,3,25,26,0.01,0.3,1,2,1,1,2000,1,2.60991071848023e-29
328,14,4,25,26,0.01,0.3,1,2,1,1,2000,1,7.681975860911554e-18
329,14,5,25,26,0.01,0.3,1,2,1,1,2000,1,2.0210233110760813e-40
330,14,6,25,26,0.01,0.3,1,2,1,1,2000,1,1.1160997326255668e-20
331,14,7,25,26,0.01,0.3,1,2,1,1,2000,1,2.464136838510158e-12
332,14,8,25,26,0.01,0.3,1,2,1,1,2000,1,6.078243622615115e-18
333,14,9,25,26,0.01,0.3,1,2,1,1,2000,1,2.978166949117778e-23
334,14,10,25,26,0.01,0.3,1,2,1,1,2000,1,3.2903564233800614e-22
335,14,11,25,26,0.01,0.3,1,2,1,1,2000,1,8.183451939154862e-26
336,14,12,25,26,0.01,0.3,1,2,1,1,2000,1,1.2547043648825388e-30
337,14,13,25,26,0.01,0.3,1,2,1,1,2000,1,4.267397036937995e-21
338,14,14,25,26,0.01,0.3,1,2,1,1,2000,1,1.3381595681142194e-18
339,14,15,25,26,0.01,0.3,1,2,1,1,2000,1,4.812344673916479e-35
340,14,16,25,26,0.01,0.3,1,2,1,1,2000,1,2.2058143442962067e-34
341,14,17,25,26,0.01,0.3,1,2,1,1,2000,1,6.142476280131233e-26
342,14,18,25,26,0.01,0.3,1,2,1,1,2000,1,1.732551066779231e-25
343,14,19,25,26,0.01,0.3,1,2,1,1,2000,1,6.398944396231666e-25
344,14,20,25,26,0.01,0.3,1,2,1,1,2000,1,5.15826987002604e-31
345,14,21,25,26,0.01,0.3,1,2,1,1,2000,1,3.0457622276487316e-37
346,14,22,25,26,0.01,0.3,1,2,1,1,2000,1,1.1323672400834517e-17
347,14,23,25,26,0.01,0.3,1,2,1,1,2000,1,2.6276900880219264e-15
348,14,24,25,26,0.01,0.3,1,2,1,1,2000,1,9.330637529622991e-15
349,14,25,25,26,0.01,0.3,1,2,1,1,2000,1,4.15705033214391e-31
350,15,1,25,26,0.01,0.3,1,2,1,1,2000,1,2.3551209448756887e-10
351,15,2,25,26,0.01,0.3,1,2,1,1,2000,1,2.473516428536764e-08
352,15,3,25,26,0.01,0.3,1,2,1,1,2000,1,5.908403876292976e-08
353,15,4,25,26,0.01,0.3,1,2,1,1,2000,1,8.708911098939851e-08
354,15,5,25,26,0.01,0.3,1,2,1,1,2000,1,9.661448049455318e-06
355,15,6,25,26,0.01,0.3,1,2,1,1,2000,1,1.3860408768084306e-07
356,15,7,25,26,0.01,0.3,1,2,1,1,2000,1,5.623534706723682e-06
357,15,8,25,26,0.01,0.3,1,2,1,1,2000,1,0.0016996975960767166
358,15,9,25,26,0.01,0.3,1,2,1,1,2000,1,0.023346420403048247
359,15,10,25,26,0.01,0.3,1,2,1,1,2000,1,6.230042864770145e-05
360,15,11,25,26,0.01,0.3,1,2,1,1,2000,1,0.0013609152704214182
361,15,12,25,26,0.01,0.3,1,2,1,1,2000,1,0.0016691694238480969
362,15,13,25,26,0.01,0.3,1,2,1,1,2000,1,0.010456451442420616
363,15,14,25,26,0.01,0.3,1,2,1,1,2000,1,0.00011200346162995603
364,15,15,25,26,0.01,0.3,1,2,1,1,2000,1,4.073834361763123e-06
365,15,16,25,26,0.01,0.3,1,2,1,1,2000,1,0.017540846379650046
366,15,17,25,26,0.01,0.3,1,2,1,1,2000,1,0.01921595441264363
367,15,18,25,26,0.01,0.3,1,2,1,1,2000,1,1.635793079167553e-05
368,15,19,25,26,0.01,0.3,1,2,1,1,2000,1,0.0018719332716648851
369,15,20,25,26,0.01,0.3,1,2,1,1,2000,1,4.1115890388652107e-07
370,15,21,25,26,0.01,0.3,1,2,1,1,2000,1,0.0009128741804340905
371,15,22,25,26,0.01,0.3,1,2,1,1,2000,1,2.1328312413847447e-05
372,15,23,25,26,0.01,0.3,1,2,1,1,2000,1,4.920265936793197e-05
373,15,24,25,26,0.01,0.3,1,2,1,1,2000,1,0.0006151831718012058
374,15,25,25,26,0.01,0.3,1,2,1,1,2000,1,0.0002539456626619339
375,16,1,25,26,0.01,0.3,1,2,1,1,2000,1,3.365282749938576e-15
376,16,2,25,26,0.01,0.3,1,2,1,1,2000,1,7.503900661154768e-09
377,16,3,25,26,0.01,0.3,1,2,1,1,2000,1,1.3473169537146359e-08
378,16,4,25,26,0.01,0.3,1,2,1,1,2000,1,1.458514346430224e-15
379,16,5,25,26,0.01,0.3,1,2,1,1,2000,1,8.986388674594618e-09
380,16,6,25,26,0.01,0.3,1,2,1,1,2000,1,1.1744501973392016e-07
381,16,7,25,26,0.01,0.3,1,2,1,1,2000,1,1.748899991813493e-14
382,16,8,25,26,0.01,0.3,1,2,1,1,2000,1,2.2401576837841568e-09
383,16,9,25,26,0.01,0.3,1,2,1,1,2000,1,1.653485328928439e-11
384,16,10,25,26,0.01,0.3,1,2,1,1,2000,1,2.505969874827792e-15
385,16,11,25,26,0.01,0.3,1,2,1,1,2000,1,5.404626971207271e-16
386,16,12,25,26,0.01,0.3,1,2,1,1,2000,1,7.081629500322128e-18
387,16,13,25,26,0.01,0.3,1,2,1,1,2000,1,9.679449533229158e-11
388,16,14,25,26,0.01,0.3,1,2,1,1,2000,1,6.363615027319869e-13
389,16,15,25,26,0.01,0.3,1,2,1,1,2000,1,3.000818568321097e-17
390,16,16,25,26,0.01,0.3,1,2,1,1,2000,1,2.1615015048794674e-09
391,16,17,25,26,0.01,0.3,1,2,1,1,2000,1,4.576795722776175e-15
392,16,18,25,26,0.01,0.3,1,2,1,1,2000,1,6.672619637651658e-16
393,16,19,25,26,0.01,0.3,1,2,1,1,2000,1,1.7207371365268997e-07
394,16,20,25,26,0.01,0.3,1,2,1,1,2000,1,7.781470679294461e-12
395,16,21,25,26,0.01,0.3,1,2,1,1,2000,1,2.1271188669725308e-10
396,16,22,25,26,0.01,0.3,1,2,1,1,2000,1,4.2190096049262123e-11
397,16,23,25,26,0.01,0.3,1,2,1,1,2000,1,2.3792283656876956e-12
398,16,24,25,26,0.01,0.3,1,2,1,1,2000,1,7.891781246591209e-11
399,16,25,25,26,0.01,0.3,1,2,1,1,2000,1,9.049968574998763e-11
400,17,1,25,26,0.01,0.3,1,2,1,1,2000,1,1.0520470262104113e-08
401,17,2,25,26,0.01,0.3,1,2,1,1,2000,1,2.830253606710892e-10
402,17,3,25,26,0.01,0.3,1,2,1,1,2000,1,6.740937563691153e-27
403,17,4,25,26,0.01,0.3,1,2,1,1,2000,1,9.122213070384075e-15
404,17,5,25,26,0.01,0.3,1,2,1,1,2000,1,6.962783474044938e-16
405,17,6,25,26,0.01,0.3,1,2,1,1,2000,1,5.758805677012737e-28
406,17,7,25,26,0.01,0.3,1,2,1,1,2000,1,2.1317259526841597e-17
407,17,8,25,26,0.01,0.3,1,2,1,1,2000,1,2.4480081780434075e-13
408,17,9,25,26,0.01,0.3,1,2,1,1,2000,1,2.3360523682033613e-08
409,17,10,25,26,0.01,0.3,1,2,1,1,2000,1,3.402746594165166e-28
410,17,11,25,26,0.01,0.3,1,2,1,1,2000,1,1.2788344465407691e-12
411,17,12,25,26,0.01,0.3,1,2,1,1,2000,1,2.798716888993539e-24
412,17,13,25,26,0.01,0.3,1,2,1,1,2000,1,2.0652287188561155e-19
413,17,14,25,26,0.01,0.3,1,2,1,1,2000,1,4.124027356984364e-28
414,17,15,25,26,0.01,0.3,1,2,1,1,2000,1,3.33480822542907e-24
415,17,16,25,26,0.01,0.3,1,2,1,1,2000,1,4.137827300139833e-22
416,17,17,25,26,0.01,0.3,1,2,1,1,2000,1,2.072705220936484e-21
417,17,18,25,26,0.01,0.3,1,2,1,1,2000,1,5.27821184143794e-09
418,17,19,25,26,0.01,0.3,1,2,1,1,2000,1,4.123324552603167e-21
419,17,20,25,26,0.01,0.3,1,2,1,1,2000,1,4.4009191160323315e-29
420,17,21,25,26,0.01,0.3,1,2,1,1,2000,1,2.378250250836091e-26
421,17,22,25,26,0.01,0.3,1,2,1,1,2000,1,1.1953942040609584e-22
422,17,23,25,26,0.01,0.3,1,2,1,1,2000,1,7.240990278912641e-15
423,17,24,25,26,0.01,0.3,1,2,1,1,2000,1,6.217421140549571e-09
424,17,25,25,26,0.01,0.3,1,2,1,1,2000,1,4.240603010949651e-29
425,18,1,25,26,0.01,0.3,1,2,1,1,2000,1,1.062996672845018e-10
426,18,2,25,26,0.01,0.3,1,2,1,1,2000,1,1.0893792384789022e-06
427,18,3,25,26,0.01,0.3,1,2,1,1,2000,1,0.004690916274816268
428,18,4,25,26,0.01,0.3,1,2,1,1,2000,1,8.658035463126931e-07
429,18,5,25,26,0.01,0.3,1,2,1,1,2000,1,0.00024355152236495825
430,18,6,25,26,0.01,0.3,1,2,1,1,2000,1,3.153271323855988e-05
431,18,7,25,26,0.01,0.3,1,2,1,1,2000,1,2.222792983299314e-08
432,18,8,25,26,0.01,0.3,1,2,1,1,2000,1,0.0001272405290196106
433,18,9,25,26,0.01,0.3,1,2,1,1,2000,1,2.4370270096727802e-06
434,18,10,25,26,0.01,0.3,1,2,1,1,2000,1,1.6022792089885364e-05
435,18,11,25,26,0.01,0.3,1,2,1,1,2000,1,8.644761196467634e-06
436,18,12,25,26,0.01,0.3,1,2,1,1,2000,1,0.001487184908691454
437,18,13,25,26,0.01,0.3,1,2,1,1,2000,1,2.300928373817052e-08
438,18,14,25,26,0.01,0.3,1,2,1,1,2000,1,1.0153751196757268e-05
439,18,15,25,26,0.01,0.3,1,2,1,1,2000,1,1.396084475095255e-07
440,18,16,25,26,0.01,0.3,1,2,1,1,2000,1,3.8834584998493684e-08
441,18,17,25,26,0.01,0.3,1,2,1,1,2000,1,5.034748184910816e-15
442,18,18,25,26,0.01,0.3,1,2,1,1,2000,1,0.00017137523647559885
443,18,19,25,26,0.01,0.3,1,2,1,1,2000,1,1.7284240025127415e-06
444,18,20,25,26,0.01,0.3,1,2,1,1,2000,1,2.7653375399555145e-05
445,18,21,25,26,0.01,0.3,1,2,1,1,2000,1,0.0002032539348288159
446,18,22,25,26,0.01,0.3,1,2,1,1,2000,1,2.9620235309705913e-09
447,18,23,25,26,0.01,0.3,1,2,1,1,2000,1,1.2639240482450755e-09
448,18,24,25,26,0.01,0.3,1,2,1,1,2000,1,7.192736115844261e-08
449,18,25,25,26,0.01,0.3,1,2,1,1,2000,1,9.864417700695601e-06
450,19,1,25,26,0.01,0.3,1,2,1,1,2000,1,1.2977743482412233e-53
451,19,2,25,26,0.01,0.3,1,2,1,1,2000,1,3.3458465222085694e-82
452,19,3,25,26,0.01,0.3,1,2,1,1,2000,1,5.866783610699296e-70
453,19,4,25,26,0.01,0.3,1,2,1,1,2000,1,1.4374945578042022e-91
454,19,5,25,26,0.01,0.3,1,2,1,1,2000,1,4.7288053434766794e-48
455,19,6,25,26,0.01,0.3,1,2,1,1,2000,1,4.440999812472946e-95
456,19,7,25,26,0.01,0.3,1,2,1,1,2000,1,8.866136808226708e-73
457,19,8,25,26,0.01,0.3,1,2,1,1,2000,1,7.643063701874322e-42
458,19,9,25,26,0.01,0.3,1,2,1,1,2000,1,3.976177699273769e-49
459,19,10,25,26,0.01,0.3,1,2,1,1,2000,1,2.151642680565073e-48
460,19,11,25,26,0.01,0.3,1,2,1,1,2000,1,2.0289229385547793e-63
461,19,12,25,26,0.01,0.3,1,2,1,1,2000,1,7.948234892454163e-30
462,19,13,25,26,0.01,0.3,1,2,1,1,2000,1,2.3917990584692308e-48
463,19,14,25,26,0.01,0.3,1,2,1,1,2000,1,1.0821334465682107e-20
464,19,15,25,26,0.01,0.3,1,2,1,1,2000,1,2.0280612383524255e-30
465,19,16,25,26,0.01,0.3,1,2,1,1,2000,1,8.115183282285444e-46
466,19,17,25,26,0.01,0.3,1,2,1,1,2000,1,3.3593441579762485e-39
467,19,18,25,26,0.01,0.3,1,2,1,1,2000,1,3.203386588533783e-43
468,19,19,25,26,0.01,0.3,1,2,1,1,2000,1,1.0096289182538342e-43
469,19,20,25,26,0.01,0.3,1,2,1,1,2000,1,2.344400603044289e-45
470,19,21,25,26,0.01,0.3,1,2,1,1,2000,1,4.434415750639615e-30
471,19,22,25,26,0.01,0.3,1,2,1,1,2000,1,2.1217504021373127e-58
472,19,23,25,26,0.01,0.3,1,2,1,1,2000,1,1.852985252284289e-64
473,19,24,25,26,0.01,0.3,1,2,1,1,2000,1,1.3317699241323143e-38
474,19,25,25,26,0.01,0.3,1,2,1,1,2000,1,7.570834747041526e-69
475,20,1,25,26,0.01,0.3,1,2,1,1,2000,1,0.012978093229737482
476,20,2,25,26,0.01,0.3,1,2,1,1,2000,1,0.0032085920902259605
477,20,3,25,26,0.01,0.3,1,2,1,1,2000,1,0.002580858600396467
478,20,4,25,26,0.01,0.3,1,2,1,1,2000,1,4.733794579172973e-09
479,20,5,25,26,0.01,0.3,1,2,1,1,2000,1,0.000712837648687874
480,20,6,25,26,0.01,0.3,1,2,1,1,2000,1,2.3663613622672768e-07
481,20,7,25,26,0.01,0.3,1,2,1,1,2000,1,2.920998370216018e-15
482,20,8,25,26,0.01,0.3,1,2,1,1,2000,1,0.0004423308485678469
483,20,9,25,26,0.01,0.3,1,2,1,1,2000,1,0.00016826946599322531
484,20,10,25,26,0.01,0.3,1,2,1,1,2000,1,0.001149006858222707
485,20,11,25,26,0.01,0.3,1,2,1,1,2000,1,1.772042549071614e-05
486,20,12,25,26,0.01,0.3,1,2,1,1,2000,1,0.0019930942126425008
487,20,13,25,26,0.01,0.3,1,2,1,1,2000,1,5.26785063957165e-13
488,20,14,25,26,0.01,0.3,1,2,1,1,2000,1,0.017085249074607463
489,20,15,25,26,0.01,0.3,1,2,1,1,2000,1,0.0021314739384206568
490,20,16,25,26,0.01,0.3,1,2,1,1,2000,1,3.3831115101017527e-06
491,20,17,25,26,0.01,0.3,1,2,1,1,2000,1,0.030577585251596748
492,20,18,25,26,0.01,0.3,1,2,1,1,2000,1,6.060044540991177e-08
493,20,19,25,26,0.01,0.3,1,2,1,1,2000,1,0.0021442869471361217
494,20,20,25,26,0.01,0.3,1,2,1,1,2000,1,5.511698986507042e-06
495,20,21,25,26,0.01,0.3,1,2,1,1,2000,1,4.512870542835298e-08
496,20,22,25,26,0.01,0.3,1,2,1,1,2000,1,6.383362944034897e-05
497,20,23,25,26,0.01,0.3,1,2,1,1,2000,1,1.609221066501088e-06
498,20,24,25,26,0.01,0.3,1,2,1,1,2000,1,0.00287816676221426
499,20,25,25,26,0.01,0.3,1,2,1,1,2000,1,9.138997070850482e-17
500,21,1,25,26,0.01,0.3,1,2,1,1,2000,1,0.9734670205653054
501,21,2,25,26,0.01,0.3,1,2,1,1,2000,1,0.9813721164345419
502,21,3,25,26,0.01,0.3,1,2,1,1,2000,1,0.07499106726490039
503,21,4,25,26,0.01,0.3,1,2,1,1,2000,1,0.9086945243263509
504,21,5,25,26,0.01,0.3,1,2,1,1,2000,1,0.8340588186643728
505,21,6,25,26,0.01,0.3,1,2,1,1,2000,1,0.8919954696675445
506,21,7,25,26,0.01,0.3,1,2,1,1,2000,1,0.3455954933867002
507,21,8,25,26,0.01,0.3,1,2,1,1,2000,1,0.030341149410816178
508,21,9,25,26,0.01,0.3,1,2,1,1,2000,1,1.7747593176112007e-05
509,21,10,25,26,0.01,0.3,1,2,1,1,2000,1,0.1887078691447566
510,21,11,25,26,0.01,0.3,1,2,1,1,2000,1,0.0001423488884482663
511,21,12,25,26,0.01,0.3,1,2,1,1,2000,1,0.2567857308066028
512,21,13,25,26,0.01,0.3,1,2,1,1,2000,1,0.014153680504331684
513,21,14,25,26,0.01,0.3,1,2,1,1,2000,1,0.7978079505370617
514,21,15,25,26,0.01,0.3,1,2,1,1,2000,1,0.7261559525013546
515,21,16,25,26,0.01,0.3,1,2,1,1,2000,1,0.03861077467343091
516,21,17,25,26,0.01,0.3,1,2,1,1,2000,1,0.1025190689303397
517,21,18,25,26,0.01,0.3,1,2,1,1,2000,1,0.045322883861138336
518,21,19,25,26,0.01,0.3,1,2,1,1,2000,1,1.6602921442287714e-05
519,21,20,25,26,0.01,0.3,1,2,1,1,2000,1,7.349626463297206e-05
520,21,21,25,26,0.01,0.3,1,2,1,1,2000,1,0.02230037783486117
521,21,22,25,26,0.01,0.3,1,2,1,1,2000,1,0.23353893002299278
522,21,23,25,26,0.01,0.3,1,2,1,1,2000,1,0.9103407809084663
523,21,24,25,26,0.01,0.3,1,2,1,1,2000,1,0.09691678926016813
524,21,25,25,26,0.01,0.3,1,2,1,1,2000,1,0.7974089094870551
525,22,1,25,26,0.01,0.3,1,2,1,1,2000,1,0.17847774945620926
526,22,2,25,26,0.01,0.3,1,2,1,1,2000,1,0.7228015219375128
527,22,3,25,26,0.01,0.3,1,2,1,1,2000,1,0.827764765024525
528,22,4,25,26,0.01,0.3,1,2,1,1,2000,1,0.9773136370761535
529,22,5,25,26,0.01,0.3,1,2,1,1,2000,1,0.7142154657961812
530,22,6,25,26,0.01,0.3,1,2,1,1,2000,1,0.022615738279103594
531,22,7,25,26,0.01,0.3,1,2,1,1,2000,1,0.9857500788721436
532,22,8,25,26,0.01,0.3,1,2,1,1,2000,1,0.20164070207663284
533,22,9,25,26,0.01,0.3,1,2,1,1,2000,1,0.8439974234929473
534,22,10,25,26,0.01,0.3,1,2,1,1,2000,1,0.06556649549682111
535,22,11,25,26,0.01,0.3,1,2,1,1,2000,1,9.589307198777398e-05
536,22,12,25,26,0.01,0.3,1,2,1,1,2000,1,0.9970244127955243
537,22,13,25,26,0.01,0.3,1,2,1,1,2000,1,0.19973091646554247
538,22,14,25,26,0.01,0.3,1,2,1,1,2000,1,0.31901132020096656
539,22,15,25,26,0.01,0.3,1,2,1,1,2000,1,0.998586308911014
540,22,16,25,26,0.01,0.3,1,2,1,1,2000,1,0.00313845892308236
541,22,17,25,26,0.01,0.3,1,2,1,1,2000,1,0.33918385805660056
542,22,18,25,26,0.01,0.3,1,2,1,1,2000,1,0.0008619847847323459
543,22,19,25,26,0.01,0.3,1,2,1,1,2000,1,3.087309762450828e-05
544,22,20,25,26,0.01,0.3,1,2,1,1,2000,1,0.020956221535827886
545,22,21,25,26,0.01,0.3,1,2,1,1,2000,1,0.762485651656157
546,22,22,25,26,0.01,0.3,1,2,1,1,2000,1,0.4152424048620583
547,22,23,25,26,0.01,0.3,1,2,1,1,2000,1,0.8398225930735017
548,22,24,25,26,0.01,0.3,1,2,1,1,2000,1,0.6421344411566196
549,22,25,25,26,0.01,0.3,1,2,1,1,2000,1,0.2942854332765835
550,23,1,25,26,0.01,0.3,1,2,1,1,2000,1,0.007991325491128552
551,23,2,25,26,0.01,0.3,1,2,1,1,2000,1,0.8878527592954435
552,23,3,25,26,0.01,0.3,1,2,1,1,2000,1,0.4951590226051379
553,23,4,25,26,0.01,0.3,1,2,1,1,2000,1,0.10705209675475091
554,23,5,25,26,0.01,0.3,1,2,1,1,2000,1,0.05097402094386358
555,23,6,25,26,0.01,0.3,1,2,1,1,2000,1,0.17843460784033865
556,23,7,25,26,0.01,0.3,1,2,1,1,2000,1,0.778888067531117
557,23,8,25,26,0.01,0.3,1,2,1,1,2000,1,0.5443411415891981
558,23,9,25,26,0.01,0.3,1,2,1,1,2000,1,0.0016867166214702314
559,23,10,25,26,0.01,0.3,1,2,1,1,2000,1,0.020092662618435522
560,23,11,25,26,0.01,0.3,1,2,1,1,2000,1,2.4756830412086613e-05
561,23,12,25,26,0.01,0.3,1,2,1,1,2000,1,0.6551652633664865
562,23,13,25,26,0.01,0.3,1,2,1,1,2000,1,0.23139511193743567
563,23,14,25,26,0.01,0.3,1,2,1,1,2000,1,0.7688677482550131
564,23,15,25,26,0.01,0.3,1,2,1,1,2000,1,0.9429931282110815
565,23,16,25,26,0.01,0.3,1,2,1,1,2000,1,0.02146723853089933
566,23,17,25,26,0.01,0.3,1,2,1,1,2000,1,0.059559024973099034
567,23,18,25,26,0.01,0.3,1,2,1,1,2000,1,0.6067115558748961
568,23,19,25,26,0.01,0.3,1,2,1,1,2000,1,0.8251887478390303
569,23,20,25,26,0.01,0.3,1,2,1,1,2000,1,0.7247456718068755
570,23,21,25,26,0.01,0.3,1,2,1,1,2000,1,0.8071112988404876
571,23,22,25,26,0.01,0.3,1,2,1,1,2000,1,0.13563579256745295
572,23,23,25,26,0.01,0.3,1,2,1,1,2000,1,0.01070121223206194
573,23,24,25,26,0.01,0.3,1,2,1,1,2000,1,0.8542857818144127
574,23,25,25,26,0.01,0.3,1,2,1,1,2000,1,0.0127528253082042
575,24,1,25,26,0.01,0.3,1,2,1,1,2000,1,2.3035754525290887e-08
576,24,2,25,26,0.01,0.3,1,2,1,1,2000,1,1.0253847247741333e-08
577,24,3,25,26,0.01,0.3,1,2,1,1,2000,1,4.590858665328399e-06
578,24,4,25,26,0.01,0.3,1,2,1,1,2000,1,2.455881152616493e-10
579,24,5,25,26,0.01,0.3,1,2,1,1,2000,1,1.219451867701484e-07
580,24,6,25,26,0.01,0.3,1,2,1,1,2000,1,4.70043014293013e-05
581,24,7,25,26,0.01,0.3,1,2,1,1,2000,1,4.0641753505402936e-05
582,24,8,25,26,0.01,0.3,1,2,1,1,2000,1,4.997569023703833e-07
583,24,9,25,26,0.01,0.3,1,2,1,1,2000,1,2.2862711343640865e-07
584,24,10,25,26,0.01,0.3,1,2,1,1,2000,1,4.588891406248904e-15
585,24,11,25,26,0.01,0.3,1,2,1,1,2000,1,1.7479372997668344e-09
586,24,12,25,26,0.01,0.3,1,2,1,1,2000,1,4.816338789648978e-05
587,24,13,25,26,0.01,0.3,1,2,1,1,2000,1,2.2762656602329197e-06
588,24,14,25,26,0.01,0.3,1,2,1,1,2000,1,3.6049577913489453e-12
589,24,15,25,26,0.01,0.3,1,2,1,1,2000,1,5.1732410812334955e-09
590,24,16,25,26,0.01,0.3,1,2,1,1,2000,1,4.4967797911230504e-07
591,24,17,25,26,0.01,0.3,1,2,1,1,2000,1,5.957567347685145e-10
592,24,18,25,26,0.01,0.3,1,2,1,1,2000,1,4.1882207877791535e-06
593,24,19,25,26,0.01,0.3,1,2,1,1,2000,1,2.973113926143457e-11
594,24,20,25,26,0.01,0.3,1,2,1,1,2000,1,1.1853910244075367e-06
595,24,21,25,26,0.01,0.3,1,2,1,1,2000,1,1.8604985932223825e-14
596,24,22,25,26,0.01,0.3,1,2,1,1,2000,1,1.0641648681464604e-08
597,24,23,25,26,0.01,0.3,1,2,1,1,2000,1,1.2665084376793354e-07
598,24,24,25,26,0.01,0.3,1,2,1,1,2000,1,1.4777467347882187e-07
599,24,25,25,26,0.01,0.3,1,2,1,1,2000,1,7.063612438857093e-14
600,25,1,25,26,0.01,0.3,1,2,1,1,2000,1,0.1272668166214826
601,25,2,25,26,0.01,0.3,1,2,1,1,2000,1,0.6906668977268134
602,25,3,25,26,0.01,0.3,1,2,1,1,2000,1,0.6383384587740575
603,25,4,25,26,0.01,0.3,1,2,1,1,2000,1,0.9976302290095946
604,25,5,25,26,0.01,0.3,1,2,1,1,2000,1,0.35786338625351344
605,25,6,25,26,0.01,0.3,1,2,1,1,2000,1,0.3175704700207791
606,25,7,25,26,0.01,0.3,1,2,1,1,2000,1,0.8990062521287536
607,25,8,25,26,0.01,0.3,1,2,1,1,2000,1,0.51483831571785
608,25,9,25,26,0.01,0.3,1,2,1,1,2000,1,0.7811849087080674
609,25,10,25,26,0.01,0.3,1,2,1,1,2000,1,0.004707254726500755
610,25,11,25,26,0.01,0.3,1,2,1,1,2000,1,0.005077177311560268
611,25,12,25,26,0.01,0.3,1,2,1,1,2000,1,0.8142691971213865
612,25,13,25,26,0.01,0.3,1,2,1,1,2000,1,1.4576246048568019e-05
613,25,14,25,26,0.01,0.3,1,2,1,1,2000,1,0.9942836099550371
614,25,15,25,26,0.01,0.3,1,2,1,1,2000,1,0.002513343507119766
615,25,16,25,26,0.01,0.3,1,2,1,1,2000,1,0.2957456114912165
616,25,17,25,26,0.01,0.3,1,2,1,1,2000,1,0.9915357794739573
617,25,18,25,26,0.01,0.3,1,2,1,1,2000,1,0.3546670131397814
618,25,19,25,26,0.01,0.3,1,2,1,1,2000,1,0.9885949671341772
619,25,20,25,26,0.01,0.3,1,2,1,1,2000,1,0.38002716031537276
620,25,21,25,26,0.01,0.3,1,2,1,1,2000,1,0.0008576739045046995
621,25,22,25,26,0.01,0.3,1,2,1,1,2000,1,0.0006712986269165703
622,25,23,25,26,0.01,0.3,1,2,1,1,2000,1,0.3327768777411889
623,25,24,25,26,0.01,0.3,1,2,1,1,2000,1,0.33250483407080744
624,25,25,25,26,0.01,0.3,1,2,1,1,2000,1,0.989261427346229
