,from,to,method,action,result
0,X0,X17,GET,req,
1,X17,X7,GET,req,
2,X7,X24,GET,req,
3,X24,X14,GET,req,
4,X14,X25,GET,req,
5,X25,X18,GET,req,
6,X25,X18,GET,resp,2xx
7,X14,X25,GET,resp,2xx
8,X24,X14,GET,resp,2xx
9,X7,X24,GET,resp,2xx
10,X17,X7,GET,resp,2xx
11,X0,X17,GET,resp,2xx
12,X0,X12,GET,req,
13,X12,X19,GET,req,
14,X19,X4,GET,req,
15,X4,X10,GET,req,
16,X4,X10,GET,resp,2xx
