,from,to,method,action,result
0,X0,X25,GET,req,
1,X25,X20,GET,req,
2,X20,X17,GET,req,
3,X20,X17,GET,resp,2xx
4,X25,X20,GET,resp,2xx
5,X0,X25,GET,resp,2xx
6,X0,X24,GET,req,
7,X24,X19,GET,req,
8,X19,X12,GET,req,
9,X12,X18,GET,req,
10,X18,X4,GET,req,
11,X4,X1,GET,req,
12,X4,X1,GET,resp,2xx
