,from,to,method,action,result
0,X0,X20,GET,req,
1,X20,X21,GET,req,
2,X21,X25,GET,req,
3,X25,X7,GET,req,
4,X7,X4,GET,req,
5,X4,X22,GET,req,
6,X22,X11,GET,req,
7,X11,X9,GET,req,
8,X11,X9,GET,resp,2xx
