,from,to,method,action,result
0,X0,X18,GET,req,
1,X18,X19,GET,req,
2,X18,X19,GET,resp,2xx
3,X0,X18,GET,resp,2xx
4,X0,X18,GET,req,
5,X18,X3,GET,req,
6,X3,X4,GET,req,
7,X4,X25,GET,req,
8,X25,X20,GET,req,
9,X20,X8,GET,req,
10,X8,X21,GET,req,
11,X8,X21,GET,resp,2xx
12,X20,X8,GET,resp,2xx
13,X25,X20,GET,resp,2xx
14,X4,X25,GET,resp,2xx
