,from,to,method,action,result
0,X0,X21,GET,req,
1,X21,X8,GET,req,
2,X8,X3,GET,req,
3,X3,X24,GET,req,
4,X24,X10,GET,req,
5,X10,X13,GET,req,
6,X13,X22,GET,req,
7,X13,X22,GET,resp,2xx
