,from,to,method,action,result
0,X0,X20,GET,req,
1,X20,X21,GET,req,
2,X21,X25,GET,req,
3,X25,X7,GET,req,
4,X7,X4,GET,req,
5,X4,X13,GET,req,
6,X4,X13,GET,resp,2xx
7,X7,X4,GET,resp,2xx
8,X25,X7,GET,resp,2xx
9,X21,X25,GET,resp,2xx
10,X20,X21,GET,resp,2xx
11,X0,X20,GET,resp,2xx
12,X0,X14,GET,req,
13,X14,X12,GET,req,
14,X12,X19,GET,req,
15,X12,X19,GET,resp,2xx
16,X14,X12,GET,resp,2xx
17,X0,X14,GET,resp,2xx
18,X0,X20,GET,req,
19,X20,X21,GET,req,
20,X21,X25,GET,req,
21,X25,X7,GET,req,
22,X7,X3,GET,req,
23,X7,X3,GET,resp,2xx
24,X25,X7,GET,resp,2xx
