,from,to,method,action,result
0,X0,X22,GET,req,
1,X22,X18,GET,req,
2,X18,X7,GET,req,
3,X18,X7,GET,resp,2xx
4,X22,X18,GET,resp,2xx
5,X0,X22,GET,resp,2xx
6,X0,X14,GET,req,
7,X14,X24,GET,req,
8,X24,X21,GET,req,
9,X21,X5,GET,req,
10,X5,X8,GET,req,
11,X5,X8,GET,resp,2xx
12,X21,X5,GET,resp,2xx
13,X24,X21,GET,resp,2xx
14,X14,X24,GET,resp,2xx
15,X0,X14,GET,resp,2xx
16,X0,X22,GET,req,
17,X22,X18,GET,req,
18,X18,X9,GET,req,
19,X9,X19,GET,req,
20,X9,X19,GET,resp,2xx
