,from,to,method,action,result
0,X0,X13,GET,req,
1,X13,X23,GET,req,
2,X23,X1,GET,req,
3,X1,X10,GET,req,
4,X10,X24,GET,req,
5,X24,X11,GET,req,
6,X24,X11,GET,resp,2xx
