,from,to,method,action,result
0,X0,X25,GET,req,
1,X25,X20,GET,req,
2,X20,X17,GET,req,
3,X20,X17,GET,resp,2xx
4,X25,X20,GET,resp,2xx
5,X0,X25,GET,resp,2xx
6,X0,X24,GET,req,
7,X24,X19,GET,req,
8,X19,X13,GET,req,
9,X13,X12,GET,req,
10,X12,X22,GET,req,
11,X12,X22,GET,resp,2xx
12,X13,X12,GET,resp,2xx
13,X19,X13,GET,resp,2xx
14,X24,X19,GET,resp,2xx
15,X0,X24,GET,resp,2xx
16,X0,X15,GET,req,
17,X15,X3,GET,req,
18,X3,X8,GET,req,
19,X8,X2,GET,req,
20,X2,X9,GET,req,
21,X2,X9,GET,resp,2xx
