,from,to,method,action,result
0,X0,X6,GET,req,
1,X6,X14,GET,req,
2,X14,X15,GET,req,
3,X15,X17,GET,req,
4,X17,X11,GET,req,
5,X11,X1,GET,req,
6,X1,X9,GET,req,
7,X1,X9,GET,resp,2xx
8,X11,X1,GET,resp,2xx
