,from,to,method,action,result
0,X0,X12,GET,req,
1,X12,X17,GET,req,
2,X17,X11,GET,req,
3,X11,X8,GET,req,
4,X8,X24,GET,req,
5,X24,X9,GET,req,
6,X9,X21,GET,req,
7,X21,X1,GET,req,
8,X1,X22,GET,req,
9,X1,X22,GET,resp,2xx
10,X21,X1,GET,resp,2xx
11,X9,X21,GET,resp,2xx
12,X24,X9,GET,resp,2xx
