,from,to,method,action,result
0,X0,X9,GET,req,
1,X9,X19,GET,req,
2,X19,X23,GET,req,
3,X23,X4,GET,req,
4,X4,X21,GET,req,
5,X21,X10,GET,req,
6,X10,X24,GET,req,
7,X24,X15,GET,req,
8,X15,X2,GET,req,
9,X15,X2,GET,resp,2xx
