,case_no,subcase_no,case_count,node_count,p_node_fail_min,p_node_fail_max,retires_min,retires_max,path_len,path_count,sla
359,8,10,50,25,0.01,0.3,1,2,2000,1,1.049694716355902e-12
360,8,11,50,25,0.01,0.3,1,2,2000,1,1.3552545259150682e-09
361,8,12,50,25,0.01,0.3,1,2,2000,1,0.0001392886202398778
362,8,13,50,25,0.01,0.3,1,2,2000,1,1.438638126183807e-16
363,8,14,50,25,0.01,0.3,1,2,2000,1,0.011545567680833329
364,8,15,50,25,0.01,0.3,1,2,2000,1,0.00019571560609258937
365,8,16,50,25,0.01,0.3,1,2,2000,1,0.02040411828481046
366,8,17,50,25,0.01,0.3,1,2,2000,1,9.161852170290541e-10
367,8,18,50,25,0.01,0.3,1,2,2000,1,7.924259721644033e-05
368,8,19,50,25,0.01,0.3,1,2,2000,1,4.888624274804218e-12
369,8,20,50,25,0.01,0.3,1,2,2000,1,0.0002424480366828858
370,8,21,50,25,0.01,0.3,1,2,2000,1,0.0002128225402179137
371,8,22,50,25,0.01,0.3,1,2,2000,1,6.593407946196012e-05
372,8,23,50,25,0.01,0.3,1,2,2000,1,2.0000869274773678e-14
373,8,24,50,25,0.01,0.3,1,2,2000,1,1.1264923783458575e-09
374,8,25,50,25,0.01,0.3,1,2,2000,1,9.581081876100294e-05
375,8,26,50,25,0.01,0.3,1,2,2000,1,2.987740777671387e-08
376,8,27,50,25,0.01,0.3,1,2,2000,1,0.0003724131833457694
377,8,28,50,25,0.01,0.3,1,2,2000,1,0.043435884013448625
378,8,29,50,25,0.01,0.3,1,2,2000,1,5.0660270497299214e-09
379,8,30,50,25,0.01,0.3,1,2,2000,1,1.5513043249741715e-07
380,8,31,50,25,0.01,0.3,1,2,2000,1,7.249159872004288e-07
381,8,32,50,25,0.01,0.3,1,2,2000,1,1.058389601737917e-06
382,8,33,50,25,0.01,0.3,1,2,2000,1,3.648579615304028e-12
383,8,34,50,25,0.01,0.3,1,2,2000,1,2.1408542954668305e-10
384,8,35,50,25,0.01,0.3,1,2,2000,1,6.209831729448494e-10
385,8,36,50,25,0.01,0.3,1,2,2000,1,0.000992583510654863
386,8,37,50,25,0.01,0.3,1,2,2000,1,0.000307121299943769
387,8,38,50,25,0.01,0.3,1,2,2000,1,6.664728733269376e-07
388,8,39,50,25,0.01,0.3,1,2,2000,1,1.2228101682845262e-06
389,8,40,50,25,0.01,0.3,1,2,2000,1,2.5201968521677786e-06
390,8,41,50,25,0.01,0.3,1,2,2000,1,1.1348376245346516e-10
391,8,42,50,25,0.01,0.3,1,2,2000,1,1.5176935055507656e-09
392,8,43,50,25,0.01,0.3,1,2,2000,1,1.5809600558403377e-14
393,8,44,50,25,0.01,0.3,1,2,2000,1,0.0015769603270175763
394,8,45,50,25,0.01,0.3,1,2,2000,1,0.00018752296662407839
395,8,46,50,25,0.01,0.3,1,2,2000,1,5.428284585032058e-05
396,8,47,50,25,0.01,0.3,1,2,2000,1,0.00014030170032097147
397,8,48,50,25,0.01,0.3,1,2,2000,1,3.01955363701195e-11
398,8,49,50,25,0.01,0.3,1,2,2000,1,9.713505772420103e-06
399,8,50,50,25,0.01,0.3,1,2,2000,1,3.843631336217101e-05
400,9,1,50,25,0.01,0.3,1,2,2000,1,0.9594335195168244
401,9,2,50,25,0.01,0.3,1,2,2000,1,0.47248986765929973
402,9,3,50,25,0.01,0.3,1,2,2000,1,0.0632337035870632
403,9,4,50,25,0.01,0.3,1,2,2000,1,0.7170874506306976
404,9,5,50,25,0.01,0.3,1,2,2000,1,0.030927802466163168
405,9,6,50,25,0.01,0.3,1,2,2000,1,0.9381076979812093
406,9,7,50,25,0.01,0.3,1,2,2000,1,0.004732814812470827
407,9,8,50,25,0.01,0.3,1,2,2000,1,0.7013072285584512
408,9,9,50,25,0.01,0.3,1,2,2000,1,0.019168088619140242
409,9,10,50,25,0.01,0.3,1,2,2000,1,0.9992404628621707
410,9,11,50,25,0.01,0.3,1,2,2000,1,0.8830341664489197
411,9,12,50,25,0.01,0.3,1,2,2000,1,0.002543998021828139
412,9,13,50,25,0.01,0.3,1,2,2000,1,0.004990577585782341
413,9,14,50,25,0.01,0.3,1,2,2000,1,0.0016445839765391115
414,9,15,50,25,0.01,0.3,1,2,2000,1,0.2398557730054225
415,9,16,50,25,0.01,0.3,1,2,2000,1,0.9726011902222185
416,9,17,50,25,0.01,0.3,1,2,2000,1,0.9633321777181441
417,9,18,50,25,0.01,0.3,1,2,2000,1,0.9013246692564008
418,9,19,50,25,0.01,0.3,1,2,2000,1,0.03576945981366573
419,9,20,50,25,0.01,0.3,1,2,2000,1,0.00028195342444056607
420,9,21,50,25,0.01,0.3,1,2,2000,1,0.2642437465714511
421,9,22,50,25,0.01,0.3,1,2,2000,1,0.7449869709220192
422,9,23,50,25,0.01,0.3,1,2,2000,1,0.9927817644886148
423,9,24,50,25,0.01,0.3,1,2,2000,1,0.98371715943973
424,9,25,50,25,0.01,0.3,1,2,2000,1,0.5486502767256174
425,9,26,50,25,0.01,0.3,1,2,2000,1,0.9813952467416791
426,9,27,50,25,0.01,0.3,1,2,2000,1,0.9875343927027006
427,9,28,50,25,0.01,0.3,1,2,2000,1,0.0021299028928091395
428,9,29,50,25,0.01,0.3,1,2,2000,1,0.35316524929073684
429,9,30,50,25,0.01,0.3,1,2,2000,1,0.4628352457325835
430,9,31,50,25,0.01,0.3,1,2,2000,1,0.1431933281232139
431,9,32,50,25,0.01,0.3,1,2,2000,1,0.9508639256825795
432,9,33,50,25,0.01,0.3,1,2,2000,1,0.9949986140201406
433,9,34,50,25,0.01,0.3,1,2,2000,1,0.9994118512956496
434,9,35,50,25,0.01,0.3,1,2,2000,1,0.6801948351201372
435,9,36,50,25,0.01,0.3,1,2,2000,1,0.921154270274437
436,9,37,50,25,0.01,0.3,1,2,2000,1,0.9451604746106399
437,9,38,50,25,0.01,0.3,1,2,2000,1,0.014737106249086276
438,9,39,50,25,0.01,0.3,1,2,2000,1,1.3897264627574766e-05
439,9,40,50,25,0.01,0.3,1,2,2000,1,0.42418608248190875
440,9,41,50,25,0.01,0.3,1,2,2000,1,0.05434849665360006
441,9,42,50,25,0.01,0.3,1,2,2000,1,0.9919447116534919
442,9,43,50,25,0.01,0.3,1,2,2000,1,0.34756541068665103
443,9,44,50,25,0.01,0.3,1,2,2000,1,0.6844474356088697
444,9,45,50,25,0.01,0.3,1,2,2000,1,0.7905421181505372
445,9,46,50,25,0.01,0.3,1,2,2000,1,0.9969987509215945
446,9,47,50,25,0.01,0.3,1,2,2000,1,0.009479413272277429
447,9,48,50,25,0.01,0.3,1,2,2000,1,0.23164494019573265
448,9,49,50,25,0.01,0.3,1,2,2000,1,0.007056816260038816
449,9,50,50,25,0.01,0.3,1,2,2000,1,0.0005570147130937099
450,10,1,50,25,0.01,0.3,1,2,2000,1,7.376256146634339e-05
451,10,2,50,25,0.01,0.3,1,2,2000,1,0.0008564489154897984
452,10,3,50,25,0.01,0.3,1,2,2000,1,1.648668857390726e-07
453,10,4,50,25,0.01,0.3,1,2,2000,1,0.001856432006455886
454,10,5,50,25,0.01,0.3,1,2,2000,1,0.030281401840405987
455,10,6,50,25,0.01,0.3,1,2,2000,1,1.3103483259643084e-12
456,10,7,50,25,0.01,0.3,1,2,2000,1,2.2748756325251104e-07
457,10,8,50,25,0.01,0.3,1,2,2000,1,0.00026115282286732426
458,10,9,50,25,0.01,0.3,1,2,2000,1,4.2463522826807655e-06
459,10,10,50,25,0.01,0.3,1,2,2000,1,1.8156413324830125e-05
460,10,11,50,25,0.01,0.3,1,2,2000,1,1.031477955688044e-06
461,10,12,50,25,0.01,0.3,1,2,2000,1,3.6278496340877755e-09
462,10,13,50,25,0.01,0.3,1,2,2000,1,5.334569949394832e-08
463,10,14,50,25,0.01,0.3,1,2,2000,1,0.023245896304935
464,10,15,50,25,0.01,0.3,1,2,2000,1,3.7238607784450416e-07
465,10,16,50,25,0.01,0.3,1,2,2000,1,0.0017759592522210179
466,10,17,50,25,0.01,0.3,1,2,2000,1,0.0001109223937717625
467,10,18,50,25,0.01,0.3,1,2,2000,1,3.3523898358413014e-06
468,10,19,50,25,0.01,0.3,1,2,2000,1,3.6705611328784254e-05
469,10,20,50,25,0.01,0.3,1,2,2000,1,0.00044042864668440625
470,10,21,50,25,0.01,0.3,1,2,2000,1,0.0023623083135152906
471,10,22,50,25,0.01,0.3,1,2,2000,1,4.925439637758944e-06
472,10,23,50,25,0.01,0.3,1,2,2000,1,6.2373811443877026e-09
473,10,24,50,25,0.01,0.3,1,2,2000,1,0.0030729064588545536
474,10,25,50,25,0.01,0.3,1,2,2000,1,1.5785738719433357e-05
475,10,26,50,25,0.01,0.3,1,2,2000,1,0.00010152700046531812
476,10,27,50,25,0.01,0.3,1,2,2000,1,5.200614859676154e-06
477,10,28,50,25,0.01,0.3,1,2,2000,1,2.8246064777975867e-06
478,10,29,50,25,0.01,0.3,1,2,2000,1,4.610876620861436e-05
479,10,30,50,25,0.01,0.3,1,2,2000,1,2.3229959122520016e-06
480,10,31,50,25,0.01,0.3,1,2,2000,1,0.003933847366448606
481,10,32,50,25,0.01,0.3,1,2,2000,1,0.0286983048923859
482,10,33,50,25,0.01,0.3,1,2,2000,1,2.0231286859435506e-06
483,10,34,50,25,0.01,0.3,1,2,2000,1,0.0007377886997253385
484,10,35,50,25,0.01,0.3,1,2,2000,1,0.002968276816730799
485,10,36,50,25,0.01,0.3,1,2,2000,1,0.0001750580846422311
486,10,37,50,25,0.01,0.3,1,2,2000,1,2.657016472672581e-07
487,10,38,50,25,0.01,0.3,1,2,2000,1,8.556389573050826e-05
488,10,39,50,25,0.01,0.3,1,2,2000,1,7.778660507797232e-06
489,10,40,50,25,0.01,0.3,1,2,2000,1,0.003829543746248113
490,10,41,50,25,0.01,0.3,1,2,2000,1,4.631499177594666e-10
491,10,42,50,25,0.01,0.3,1,2,2000,1,1.9864893868230046e-05
492,10,43,50,25,0.01,0.3,1,2,2000,1,0.000561697297558661
493,10,44,50,25,0.01,0.3,1,2,2000,1,3.1688585401068026e-06
494,10,45,50,25,0.01,0.3,1,2,2000,1,3.8348941263944205e-06
495,10,46,50,25,0.01,0.3,1,2,2000,1,0.005602849990391507
496,10,47,50,25,0.01,0.3,1,2,2000,1,1.023262030530942e-05
497,10,48,50,25,0.01,0.3,1,2,2000,1,5.686345875738202e-13
498,10,49,50,25,0.01,0.3,1,2,2000,1,0.0002723001517670265
499,10,50,50,25,0.01,0.3,1,2,2000,1,1.0969682472117162e-10
500,11,1,50,25,0.01,0.3,1,2,2000,1,6.608708127842864e-11
501,11,2,50,25,0.01,0.3,1,2,2000,1,1.160036113191119e-08
502,11,3,50,25,0.01,0.3,1,2,2000,1,3.7458309822515015e-15
503,11,4,50,25,0.01,0.3,1,2,2000,1,6.358714576932223e-09
504,11,5,50,25,0.01,0.3,1,2,2000,1,0.0007940238548255005
505,11,6,50,25,0.01,0.3,1,2,2000,1,0.00045823429089268523
506,11,7,50,25,0.01,0.3,1,2,2000,1,6.4419623073562825e-06
507,11,8,50,25,0.01,0.3,1,2,2000,1,0.0001402357361234576
508,11,9,50,25,0.01,0.3,1,2,2000,1,2.2848974200480325e-05
509,11,10,50,25,0.01,0.3,1,2,2000,1,2.8413410748999754e-06
510,11,11,50,25,0.01,0.3,1,2,2000,1,0.00011265793131435821
511,11,12,50,25,0.01,0.3,1,2,2000,1,0.0002296103341839097
512,11,13,50,25,0.01,0.3,1,2,2000,1,0.0009321382435591825
513,11,14,50,25,0.01,0.3,1,2,2000,1,1.1231138235177534e-07
514,11,15,50,25,0.01,0.3,1,2,2000,1,1.6358683756013794e-06
515,11,16,50,25,0.01,0.3,1,2,2000,1,0.00027470526978258416
516,11,17,50,25,0.01,0.3,1,2,2000,1,7.182540690414013e-08
517,11,18,50,25,0.01,0.3,1,2,2000,1,6.098517342652387e-06
518,11,19,50,25,0.01,0.3,1,2,2000,1,5.47313967001236e-07
519,11,20,50,25,0.01,0.3,1,2,2000,1,7.919154064037088e-06
520,11,21,50,25,0.01,0.3,1,2,2000,1,3.9247789128967086e-05
521,11,22,50,25,0.01,0.3,1,2,2000,1,1.9215066187229653e-06
522,11,23,50,25,0.01,0.3,1,2,2000,1,1.522591178373515e-08
523,11,24,50,25,0.01,0.3,1,2,2000,1,5.353953245908189e-16
524,11,25,50,25,0.01,0.3,1,2,2000,1,4.6204857254623833e-11
525,11,26,50,25,0.01,0.3,1,2,2000,1,3.3657150231120207e-12
526,11,27,50,25,0.01,0.3,1,2,2000,1,9.194317271177527e-07
527,11,28,50,25,0.01,0.3,1,2,2000,1,0.00039477946908277923
528,11,29,50,25,0.01,0.3,1,2,2000,1,5.607315668202085e-11
529,11,30,50,25,0.01,0.3,1,2,2000,1,8.245487982532435e-06
530,11,31,50,25,0.01,0.3,1,2,2000,1,5.08649085829291e-11
531,11,32,50,25,0.01,0.3,1,2,2000,1,2.1443516314835065e-06
532,11,33,50,25,0.01,0.3,1,2,2000,1,2.1298851000192804e-10
533,11,34,50,25,0.01,0.3,1,2,2000,1,1.1418526815079604e-07
534,11,35,50,25,0.01,0.3,1,2,2000,1,7.961245019825367e-14
535,11,36,50,25,0.01,0.3,1,2,2000,1,2.2201494352275294e-09
536,11,37,50,25,0.01,0.3,1,2,2000,1,0.00018212748586739997
537,11,38,50,25,0.01,0.3,1,2,2000,1,5.593987319003475e-06
538,11,39,50,25,0.01,0.3,1,2,2000,1,5.589887394351079e-09
539,11,40,50,25,0.01,0.3,1,2,2000,1,1.724462907548508e-07
540,11,41,50,25,0.01,0.3,1,2,2000,1,2.5091228366252085e-09
541,11,42,50,25,0.01,0.3,1,2,2000,1,1.0825882074902626e-09
542,11,43,50,25,0.01,0.3,1,2,2000,1,0.0002571418460232584
543,11,44,50,25,0.01,0.3,1,2,2000,1,0.0006384970069874012
544,11,45,50,25,0.01,0.3,1,2,2000,1,0.0001201156241785126
545,11,46,50,25,0.01,0.3,1,2,2000,1,3.379708458259343e-07
546,11,47,50,25,0.01,0.3,1,2,2000,1,0.00011595084914780348
547,11,48,50,25,0.01,0.3,1,2,2000,1,6.980326899797988e-07
548,11,49,50,25,0.01,0.3,1,2,2000,1,2.7590248757188696e-08
549,11,50,50,25,0.01,0.3,1,2,2000,1,4.140896939727976e-07
550,12,1,50,25,0.01,0.3,1,2,2000,1,1.4953635396618713e-05
551,12,2,50,25,0.01,0.3,1,2,2000,1,4.2357690359087735e-08
552,12,3,50,25,0.01,0.3,1,2,2000,1,1.7137520411804972e-06
553,12,4,50,25,0.01,0.3,1,2,2000,1,0.0005229668345373487
554,12,5,50,25,0.01,0.3,1,2,2000,1,1.7548165619385457e-08
555,12,6,50,25,0.01,0.3,1,2,2000,1,4.4286854767415e-07
556,12,7,50,25,0.01,0.3,1,2,2000,1,0.0002729162916936931
557,12,8,50,25,0.01,0.3,1,2,2000,1,1.0066882296593019e-05
558,12,9,50,25,0.01,0.3,1,2,2000,1,0.002570732147919262
559,12,10,50,25,0.01,0.3,1,2,2000,1,0.004025489860432933
560,12,11,50,25,0.01,0.3,1,2,2000,1,5.1522041930836064e-08
561,12,12,50,25,0.01,0.3,1,2,2000,1,4.996408156131352e-06
562,12,13,50,25,0.01,0.3,1,2,2000,1,0.00023686930173492398
563,12,14,50,25,0.01,0.3,1,2,2000,1,2.9560854656085627e-06
564,12,15,50,25,0.01,0.3,1,2,2000,1,0.00046966843286739765
565,12,16,50,25,0.01,0.3,1,2,2000,1,0.0002130041356670074
566,12,17,50,25,0.01,0.3,1,2,2000,1,0.023585194063222344
567,12,18,50,25,0.01,0.3,1,2,2000,1,0.0014037935278111652
568,12,19,50,25,0.01,0.3,1,2,2000,1,1.0644509282937953e-06
569,12,20,50,25,0.01,0.3,1,2,2000,1,3.2093639649561954e-05
570,12,21,50,25,0.01,0.3,1,2,2000,1,0.004390636773219948
571,12,22,50,25,0.01,0.3,1,2,2000,1,1.4948137952486e-10
572,12,23,50,25,0.01,0.3,1,2,2000,1,0.0005170651377002708
573,12,24,50,25,0.01,0.3,1,2,2000,1,1.222263261239434e-05
574,12,25,50,25,0.01,0.3,1,2,2000,1,0.003340196520635552
575,12,26,50,25,0.01,0.3,1,2,2000,1,0.0006175513559302232
576,12,27,50,25,0.01,0.3,1,2,2000,1,0.006079485989168304
577,12,28,50,25,0.01,0.3,1,2,2000,1,0.00028563262288371994
578,12,29,50,25,0.01,0.3,1,2,2000,1,0.0003258901224214804
579,12,30,50,25,0.01,0.3,1,2,2000,1,2.8189231888891937e-06
580,12,31,50,25,0.01,0.3,1,2,2000,1,0.030561753698988253
581,12,32,50,25,0.01,0.3,1,2,2000,1,1.9866374016976294e-05
582,12,33,50,25,0.01,0.3,1,2,2000,1,0.0035093643944156994
583,12,34,50,25,0.01,0.3,1,2,2000,1,5.4292844673669084e-08
584,12,35,50,25,0.01,0.3,1,2,2000,1,0.0041259978102601985
585,12,36,50,25,0.01,0.3,1,2,2000,1,4.32722313684497e-06
586,12,37,50,25,0.01,0.3,1,2,2000,1,0.0005693487119356138
587,12,38,50,25,0.01,0.3,1,2,2000,1,7.814815842626261e-06
588,12,39,50,25,0.01,0.3,1,2,2000,1,0.0006172500372107676
589,12,40,50,25,0.01,0.3,1,2,2000,1,0.0009729337764354108
590,12,41,50,25,0.01,0.3,1,2,2000,1,0.0014745751706222176
591,12,42,50,25,0.01,0.3,1,2,2000,1,1.0917321191632211e-05
592,12,43,50,25,0.01,0.3,1,2,2000,1,1.0799503502242812e-09
593,12,44,50,25,0.01,0.3,1,2,2000,1,0.00041705367858739257
594,12,45,50,25,0.01,0.3,1,2,2000,1,1.51844244626468e-08
595,12,46,50,25,0.01,0.3,1,2,2000,1,0.0032271050897368756
596,12,47,50,25,0.01,0.3,1,2,2000,1,1.8417900807627977e-05
597,12,48,50,25,0.01,0.3,1,2,2000,1,0.001440931866907484
598,12,49,50,25,0.01,0.3,1,2,2000,1,2.991514527685927e-07
599,12,50,50,25,0.01,0.3,1,2,2000,1,0.0013058009690174615
600,13,1,50,25,0.01,0.3,1,2,2000,1,1.1815968017186942e-10
601,13,2,50,25,0.01,0.3,1,2,2000,1,2.0486404512718407e-11
602,13,3,50,25,0.01,0.3,1,2,2000,1,6.649908208566148e-06
603,13,4,50,25,0.01,0.3,1,2,2000,1,1.533054768350312e-06
604,13,5,50,25,0.01,0.3,1,2,2000,1,2.4729575781039797e-09
605,13,6,50,25,0.01,0.3,1,2,2000,1,6.8973994800231715e-06
606,13,7,50,25,0.01,0.3,1,2,2000,1,4.385783137033657e-07
607,13,8,50,25,0.01,0.3,1,2,2000,1,6.496320217976176e-07
608,13,9,50,25,0.01,0.3,1,2,2000,1,1.4498724663980572e-05
609,13,10,50,25,0.01,0.3,1,2,2000,1,1.4942107739321294e-13
610,13,11,50,25,0.01,0.3,1,2,2000,1,1.0551452085349323e-11
611,13,12,50,25,0.01,0.3,1,2,2000,1,5.7784481223361566e-11
612,13,13,50,25,0.01,0.3,1,2,2000,1,2.5229065889937393e-11
613,13,14,50,25,0.01,0.3,1,2,2000,1,2.2633754144677566e-07
614,13,15,50,25,0.01,0.3,1,2,2000,1,2.7176657972012316e-05
615,13,16,50,25,0.01,0.3,1,2,2000,1,1.7269416781234857e-14
616,13,17,50,25,0.01,0.3,1,2,2000,1,2.9563887901278446e-20
617,13,18,50,25,0.01,0.3,1,2,2000,1,0.00032909188018995054
618,13,19,50,25,0.01,0.3,1,2,2000,1,3.953340825839511e-08
619,13,20,50,25,0.01,0.3,1,2,2000,1,5.503728605898476e-06
620,13,21,50,25,0.01,0.3,1,2,2000,1,2.3718685985790096e-06
621,13,22,50,25,0.01,0.3,1,2,2000,1,2.7907127482169786e-12
622,13,23,50,25,0.01,0.3,1,2,2000,1,1.288719004152911e-11
623,13,24,50,25,0.01,0.3,1,2,2000,1,4.558077123128483e-14
624,13,25,50,25,0.01,0.3,1,2,2000,1,2.2960760521961763e-05
625,13,26,50,25,0.01,0.3,1,2,2000,1,1.3846422164277058e-09
626,13,27,50,25,0.01,0.3,1,2,2000,1,0.00032354867379074184
627,13,28,50,25,0.01,0.3,1,2,2000,1,6.182402025830924e-08
628,13,29,50,25,0.01,0.3,1,2,2000,1,2.4560307727148975e-09
629,13,30,50,25,0.01,0.3,1,2,2000,1,6.658854739327345e-11
630,13,31,50,25,0.01,0.3,1,2,2000,1,5.3062321089394095e-05
631,13,32,50,25,0.01,0.3,1,2,2000,1,1.9602598166246817e-09
632,13,33,50,25,0.01,0.3,1,2,2000,1,1.1384531571744775e-05
633,13,34,50,25,0.01,0.3,1,2,2000,1,0.0002561303275178122
634,13,35,50,25,0.01,0.3,1,2,2000,1,5.509913899441594e-07
635,13,36,50,25,0.01,0.3,1,2,2000,1,3.349408124499689e-05
636,13,37,50,25,0.01,0.3,1,2,2000,1,6.879878597204354e-08
637,13,38,50,25,0.01,0.3,1,2,2000,1,1.6855657454740944e-09
638,13,39,50,25,0.01,0.3,1,2,2000,1,1.9033707572702037e-08
639,13,40,50,25,0.01,0.3,1,2,2000,1,0.0015464110735597118
640,13,41,50,25,0.01,0.3,1,2,2000,1,5.0030512949558015e-20
641,13,42,50,25,0.01,0.3,1,2,2000,1,3.501072279403137e-08
642,13,43,50,25,0.01,0.3,1,2,2000,1,7.912251489114186e-09
643,13,44,50,25,0.01,0.3,1,2,2000,1,2.5161073311165186e-08
644,13,45,50,25,0.01,0.3,1,2,2000,1,1.8954493368472617e-05
645,13,46,50,25,0.01,0.3,1,2,2000,1,1.994677433132905e-09
646,13,47,50,25,0.01,0.3,1,2,2000,1,6.7255848118091354e-12
647,13,48,50,25,0.01,0.3,1,2,2000,1,1.5468215191815808e-05
648,13,49,50,25,0.01,0.3,1,2,2000,1,2.065440398937802e-09
649,13,50,50,25,0.01,0.3,1,2,2000,1,7.229067336942678e-09
650,14,1,50,25,0.01,0.3,1,2,2000,1,6.776521741894627e-23
651,14,2,50,25,0.01,0.3,1,2,2000,1,3.927714067094665e-12
652,14,3,50,25,0.01,0.3,1,2,2000,1,3.4513109566285655e-16
653,14,4,50,25,0.01,0.3,1,2,2000,1,3.029322816435279e-25
654,14,5,50,25,0.01,0.3,1,2,2000,1,4.498454774611567e-12
655,14,6,50,25,0.01,0.3,1,2,2000,1,7.493489626130872e-14
656,14,7,50,25,0.01,0.3,1,2,2000,1,6.261058015222696e-14
657,14,8,50,25,0.01,0.3,1,2,2000,1,1.1175187394638518e-15
658,14,9,50,25,0.01,0.3,1,2,2000,1,1.884128282213285e-17
659,14,10,50,25,0.01,0.3,1,2,2000,1,3.3839097199923946e-09
660,14,11,50,25,0.01,0.3,1,2,2000,1,5.470505721683145e-28
661,14,12,50,25,0.01,0.3,1,2,2000,1,2.527578478939263e-25
662,14,13,50,25,0.01,0.3,1,2,2000,1,2.150632916111504e-10
663,14,14,50,25,0.01,0.3,1,2,2000,1,1.5777050216781095e-24
664,14,15,50,25,0.01,0.3,1,2,2000,1,9.184871263907626e-19
665,14,16,50,25,0.01,0.3,1,2,2000,1,1.1257137149249775e-21
666,14,17,50,25,0.01,0.3,1,2,2000,1,7.180118865690743e-19
667,14,18,50,25,0.01,0.3,1,2,2000,1,9.475066979748588e-37
668,14,19,50,25,0.01,0.3,1,2,2000,1,1.2539563461158754e-16
669,14,20,50,25,0.01,0.3,1,2,2000,1,3.086873277802201e-13
670,14,21,50,25,0.01,0.3,1,2,2000,1,1.094734907958687e-17
671,14,22,50,25,0.01,0.3,1,2,2000,1,9.827594123122108e-16
672,14,23,50,25,0.01,0.3,1,2,2000,1,2.23722801481496e-19
673,14,24,50,25,0.01,0.3,1,2,2000,1,7.649777421860068e-08
674,14,25,50,25,0.01,0.3,1,2,2000,1,6.915209426334073e-18
675,14,26,50,25,0.01,0.3,1,2,2000,1,9.39720075156615e-22
676,14,27,50,25,0.01,0.3,1,2,2000,1,1.0617226106280495e-24
677,14,28,50,25,0.01,0.3,1,2,2000,1,3.0230227075336107e-16
678,14,29,50,25,0.01,0.3,1,2,2000,1,3.101512270700551e-15
679,14,30,50,25,0.01,0.3,1,2,2000,1,3.763337415453844e-15
680,14,31,50,25,0.01,0.3,1,2,2000,1,1.9906293999765356e-15
681,14,32,50,25,0.01,0.3,1,2,2000,1,5.139657037367381e-21
682,14,33,50,25,0.01,0.3,1,2,2000,1,1.2488146183850774e-10
683,14,34,50,25,0.01,0.3,1,2,2000,1,4.5970505670677014e-12
684,14,35,50,25,0.01,0.3,1,2,2000,1,1.6741301715660216e-14
685,14,36,50,25,0.01,0.3,1,2,2000,1,2.9541529054803415e-08
686,14,37,50,25,0.01,0.3,1,2,2000,1,6.435770629127771e-20
687,14,38,50,25,0.01,0.3,1,2,2000,1,2.966194607059633e-12
688,14,39,50,25,0.01,0.3,1,2,2000,1,7.685889475404692e-13
689,14,40,50,25,0.01,0.3,1,2,2000,1,3.39778688266072e-11
690,14,41,50,25,0.01,0.3,1,2,2000,1,1.648583149866521e-18
691,14,42,50,25,0.01,0.3,1,2,2000,1,3.59692078100129e-24
692,14,43,50,25,0.01,0.3,1,2,2000,1,1.432893176330759e-21
693,14,44,50,25,0.01,0.3,1,2,2000,1,4.662200785245468e-16
694,14,45,50,25,0.01,0.3,1,2,2000,1,8.8369714204296e-23
695,14,46,50,25,0.01,0.3,1,2,2000,1,1.4477536660961165e-11
696,14,47,50,25,0.01,0.3,1,2,2000,1,1.1173914091833693e-13
697,14,48,50,25,0.01,0.3,1,2,2000,1,3.422632428445528e-21
698,14,49,50,25,0.01,0.3,1,2,2000,1,1.311285908189089e-15
699,14,50,50,25,0.01,0.3,1,2,2000,1,6.017391655320625e-14
700,15,1,50,25,0.01,0.3,1,2,2000,1,0.11289065664633782
701,15,2,50,25,0.01,0.3,1,2,2000,1,0.5363390972067772
702,15,3,50,25,0.01,0.3,1,2,2000,1,0.941734694786352
703,15,4,50,25,0.01,0.3,1,2,2000,1,0.04724869637058761
704,15,5,50,25,0.01,0.3,1,2,2000,1,0.6536393662382363
705,15,6,50,25,0.01,0.3,1,2,2000,1,0.920666559906386
706,15,7,50,25,0.01,0.3,1,2,2000,1,0.2668740058433574
707,15,8,50,25,0.01,0.3,1,2,2000,1,0.9881628633991144
708,15,9,50,25,0.01,0.3,1,2,2000,1,0.0015500965172656758
709,15,10,50,25,0.01,0.3,1,2,2000,1,0.8858122596261775
710,15,11,50,25,0.01,0.3,1,2,2000,1,0.009771898254999068
711,15,12,50,25,0.01,0.3,1,2,2000,1,0.9876262943357362
712,15,13,50,25,0.01,0.3,1,2,2000,1,0.2357741486528297
713,15,14,50,25,0.01,0.3,1,2,2000,1,0.20779049848481795
714,15,15,50,25,0.01,0.3,1,2,2000,1,0.00013421763444780292
715,15,16,50,25,0.01,0.3,1,2,2000,1,0.032605971048579464
716,15,17,50,25,0.01,0.3,1,2,2000,1,0.94273842067036
717,15,18,50,25,0.01,0.3,1,2,2000,1,0.43789039046595324
718,15,19,50,25,0.01,0.3,1,2,2000,1,0.0059169163441004525
719,15,20,50,25,0.01,0.3,1,2,2000,1,0.5975161959885
720,15,21,50,25,0.01,0.3,1,2,2000,1,0.9723297740544373
721,15,22,50,25,0.01,0.3,1,2,2000,1,0.9211420329835416
722,15,23,50,25,0.01,0.3,1,2,2000,1,0.00012357349724300464
723,15,24,50,25,0.01,0.3,1,2,2000,1,0.3655849133605118
724,15,25,50,25,0.01,0.3,1,2,2000,1,0.0038635449886595835
725,15,26,50,25,0.01,0.3,1,2,2000,1,0.12480508314719302
726,15,27,50,25,0.01,0.3,1,2,2000,1,0.12543041351287812
727,15,28,50,25,0.01,0.3,1,2,2000,1,0.9020466747956535
728,15,29,50,25,0.01,0.3,1,2,2000,1,0.004096973546435837
