,from,to,method,action,result
0,X0,X24,GET,req,
1,X24,X9,GET,req,
2,X9,X14,GET,req,
3,X9,X14,GET,resp,2xx
4,X24,X9,GET,resp,2xx
5,X0,X24,GET,resp,2xx
6,X0,X24,GET,req,
7,X24,X9,GET,req,
8,X9,X14,GET,req,
9,X9,X14,GET,resp,2xx
