,from,to,method,action,result
0,X0,X12,GET,req,
1,X12,X18,GET,req,
2,X18,X9,GET,req,
3,X9,X21,GET,req,
4,X21,X1,GET,req,
5,X1,X22,GET,req,
6,X1,X22,GET,resp,2xx
7,X21,X1,GET,resp,2xx
8,X9,X21,GET,resp,2xx
9,X18,X9,GET,resp,2xx
10,X12,X18,GET,resp,2xx
11,X0,X12,GET,resp,2xx
12,X0,X12,GET,req,
13,X12,X18,GET,req,
14,X18,X9,GET,req,
15,X9,X21,GET,req,
16,X21,X1,GET,req,
17,X1,X22,GET,req,
18,X1,X22,GET,resp,2xx
