,from,to,method,action,result
0,X0,X22,GET,req,
1,X22,X2,GET,req,
2,X2,X15,GET,req,
3,X2,X15,GET,resp,2xx
4,X22,X2,GET,resp,2xx
5,X0,X22,GET,resp,2xx
6,X0,X22,GET,req,
7,X22,X2,GET,req,
8,X2,X15,GET,req,
9,X2,X15,GET,resp,2xx
10,X22,X2,GET,resp,2xx
11,X0,X22,GET,resp,2xx
12,X0,X14,GET,req,
13,X14,X24,GET,req,
14,X24,X21,GET,req,
15,X21,X5,GET,req,
16,X5,X6,GET,req,
17,X6,X10,GET,req,
18,X6,X10,GET,resp,2xx
