,from,to,method,action,result
0,X0,X7,GET,req,
1,X7,X12,GET,req,
2,X12,X23,GET,req,
3,X23,X20,GET,req,
4,X20,X10,GET,req,
5,X10,X24,GET,req,
6,X24,X5,GET,req,
7,X5,X9,GET,req,
8,X9,X11,GET,req,
9,X11,X14,GET,req,
10,X11,X14,GET,resp,2xx
11,X9,X11,GET,resp,2xx
