,from,to,method,action,result
0,X0,X14,GET,req,
1,X14,X24,GET,req,
2,X24,X21,GET,req,
3,X21,X13,GET,req,
4,X21,X13,GET,resp,2xx
5,X24,X21,GET,resp,2xx
6,X14,X24,GET,resp,2xx
7,X0,X14,GET,resp,2xx
8,X0,X22,GET,req,
9,X22,X18,GET,req,
10,X18,X9,GET,req,
11,X9,X19,GET,req,
12,X9,X19,GET,resp,2xx
