,from,to,method,action,result
0,X0,X17,GET,req,
1,X17,X10,GET,req,
2,X10,X3,GET,req,
3,X3,X7,GET,req,
4,X7,X21,GET,req,
5,X21,X18,GET,req,
6,X21,X18,GET,resp,2xx
7,X7,X21,GET,resp,2xx
8,X3,X7,GET,resp,2xx
9,X10,X3,GET,resp,2xx
