,from,to,method,action,result
0,X0,X23,GET,req,
1,X23,X4,GET,req,
2,X4,X11,GET,req,
3,X11,X16,GET,req,
4,X16,X12,GET,req,
5,X12,X13,GET,req,
6,X13,X9,GET,req,
7,X9,X18,GET,req,
8,X18,X20,GET,req,
9,X18,X20,GET,resp,2xx
10,X9,X18,GET,resp,2xx
11,X13,X9,GET,resp,2xx
12,X12,X13,GET,resp,2xx
